Date,Maximum Temperature degrees (F),Minimum Temperature degrees (F),Precipitation (inches),Snow (inches),Snow Depth (inches)
7/16/13,92,76,0,0,0
7/17/13,94,78,0,0,0
7/18/13,94,80,0,0,0
7/19/13,86,72,T,0,0
7/20/13,82,66,T,0,0
7/21/13,81,59,0.29,0,0
7/22/13,88,67,T,0,0
7/23/13,77,63,0,0,0
7/24/13,78,61,T,0,0
7/25/13,83,64,0.03,0,0
7/26/13,72,56,0.01,0,0
7/27/13,64,53,0.02,0,0
7/28/13,75,53,0,0,0
7/29/13,79,56,T,0,0
7/30/13,72,65,T,0,0
7/31/13,83,63,T,0,0
8/1/13,83,59,0,0,0
8/2/13,79,61,0,0,0
8/3/13,80,58,0,0,0
8/4/13,76,56,0,0,0
8/5/13,81,61,0.65,0,0
8/6/13,86,59,1.33,T,0
8/7/13,77,62,0,0,0
8/8/13,75,58,0,0,0
8/9/13,76,60,0,0,0
8/10/13,77,62,0,0,0
8/11/13,80,65,0,0,0
8/12/13,80,63,0,0,0
8/13/13,76,57,0,0,0
8/14/13,78,58,0,0,0
8/15/13,79,59,0,0,0
8/16/13,80,61,0,0,0
8/17/13,82,60,0,0,0
8/18/13,83,62,0,0,0
8/19/13,88,69,0,0,0
8/20/13,90,71,0,0,0
8/21/13,88,74,T,0,0
8/22/13,87,68,0,0,0
8/23/13,88,64,0,0,0
8/24/13,90,71,0,0,0
8/25/13,96,80,0,0,0
8/26/13,97,80,0,0,0
8/27/13,96,79,0,0,0
8/28/13,92,73,0,0,0
8/29/13,95,75,0.03,0,0
8/30/13,85,72,0,0,0
8/31/13,89,66,0.06,0,0
9/1/13,75,61,0,0,0
9/2/13,68,55,0,0,0
9/3/13,78,53,0,0,0
9/4/13,88,62,0,0,0
9/5/13,82,64,0,0,0
9/6/13,92,70,T,0,0
9/7/13,94,71,0,0,0
9/8/13,77,67,T,0,0
9/9/13,94,70,T,0,0
9/10/13,81,70,0.02,0,0
9/11/13,86,66,0,0,0
9/12/13,76,57,0,0,0
9/13/13,70,49,0,0,0
9/14/13,73,51,0.47,0,0
9/15/13,67,50,0.33,0,0
9/16/13,67,44,0,0,0
9/17/13,67,48,0.03,0,0
9/18/13,75,60,0.14,0,0
9/19/13,78,64,0.18,0,0
9/20/13,66,51,0.04,0,0
9/21/13,64,47,0,0,0
9/22/13,74,49,0,0,0
9/23/13,74,53,0,0,0
9/24/13,76,53,0,0,0
9/25/13,74,54,0,0,0
9/26/13,82,56,0,0,0
9/27/13,86,65,T,0,0
9/28/13,72,51,0.14,0,0
9/29/13,77,48,0,0,0
9/30/13,80,58,0,0,0
10/1/13,77,53,0,0,0
10/2/13,77,48,0.9,0,0
10/3/13,61,55,0.03,0,0
10/4/13,59,55,0.29,0,0
10/5/13,61,46,0.01,0,0
10/6/13,55,42,0.05,0,0
10/7/13,67,43,0,0,0
10/8/13,77,50,0,0,0
10/9/13,76,56,0,0,0
10/10/13,78,52,0,0,0
10/11/13,75,57,0.04,0,0
10/12/13,58,46,T,0,0
10/13/13,61,39,0,0,0
10/14/13,55,42,0.56,0,0
10/15/13,55,46,0.62,0,0
10/16/13,55,42,0.01,0,0
10/17/13,59,41,0.17,0,0
10/18/13,53,38,0.02,0,0
10/19/13,49,34,0.06,T,0
10/20/13,47,33,0.08,0,0
10/21/13,40,29,T,T,0
10/22/13,40,26,T,T,0
10/23/13,39,33,0,0,0
10/24/13,44,33,0,0,0
10/25/13,58,28,0,0,0
10/26/13,50,36,0,0,0
10/27/13,58,31,0,0,0
10/28/13,44,31,0,0,0
10/29/13,42,32,0.03,0,0
10/30/13,50,40,0.13,0,0
10/31/13,50,40,T,0,0
11/1/13,52,38,0,0,0
11/2/13,50,34,0,0,0
11/3/13,55,35,0,0,0
11/4/13,49,36,0.17,0,0
11/5/13,45,30,0.18,0.7,0
11/6/13,40,30,0.05,0.4,T
11/7/13,36,28,0,0,0
11/8/13,47,24,T,0,0
11/9/13,46,36,T,0,0
11/10/13,42,33,0,0,0
11/11/13,39,16,T,T,0
11/12/13,28,12,0,0,0
11/13/13,50,23,0,0,0
11/14/13,52,35,0,0,0
11/15/13,56,32,0,0,0
11/16/13,50,41,0.11,0,0
11/17/13,46,32,0,0,0
11/18/13,36,25,0,0,0
11/19/13,47,23,0,0,0
11/20/13,45,37,0,0,0
11/21/13,39,25,0.01,T,0
11/22/13,33,13,0,0,T
11/23/13,19,7,0,0,T
11/24/13,31,8,0,0,T
11/25/13,40,28,T,T,0
11/26/13,31,15,T,T,0
11/27/13,25,9,0,0,0
11/28/13,29,15,0,0,0
11/29/13,34,14,0,0,0
11/30/13,42,25,0,0,0
12/1/13,34,21,0,0,0
12/2/13,38,28,0.12,0.5,0
12/3/13,36,32,0.08,T,0
12/4/13,32,14,0.52,4.1,1
12/5/13,14,0,T,T,3
12/6/13,5,-7,0,0,3
12/7/13,1,-11,0,0,3
12/8/13,12,-1,0.07,1.6,3
12/9/13,12,-3,T,0.1,4
12/10/13,13,2,0.06,1.8,5
12/11/13,5,-8,0,0,4
12/12/13,19,1,T,T,4
12/13/13,17,11,0.02,0.1,4
12/14/13,16,0,0.06,0.7,5
12/15/13,4,-1,0,0,5
12/16/13,22,1,0.1,1.1,5
12/17/13,33,9,T,T,6
12/18/13,37,8,0,0,6
12/19/13,28,16,0.03,0.4,5
12/20/13,20,15,0.02,0.3,6
12/21/13,23,16,0,0,6
12/22/13,19,5,0.03,0.8,6
12/23/13,5,-6,T,0.3,7
12/24/13,11,-13,0.23,2.8,6
12/25/13,28,9,0.02,0.2,9
12/26/13,26,11,0.01,0.2,9
12/27/13,40,14,0,0,8
12/28/13,47,20,T,0,7
12/29/13,20,-11,T,T,5
12/30/13,2,-11,0.09,0.9,5
12/31/13,-1,-9,T,T,6
1/1/14,1,-8,0,0,6
1/2/14,4,-10,0,0,6
1/3/14,29,-10,0.12,0.3,6
1/4/14,35,-2,0.02,T,6
1/5/14,-2,-20,T,T,6
1/6/14,-12,-23,T,T,6
1/7/14,5,-15,0,0,6
1/8/14,4,-11,0,0,6
1/9/14,20,-11,0,0,6
1/10/14,31,16,T,T,6
1/11/14,32,23,0,0,6
1/12/14,40,22,0,0,6
1/13/14,34,27,0.01,0.3,6
1/14/14,28,7,0.26,4.1,9
1/15/14,25,-1,0.03,0.5,10
1/16/14,35,7,0.05,0.6,11
1/17/14,13,1,T,T,10
1/18/14,23,9,0.17,4.5,14
1/19/14,39,17,0,0,13
1/20/14,31,-3,0.01,0.2,10
1/21/14,6,-13,0.02,0.5,10
1/22/14,8,-8,0.01,0.6,11
1/23/14,2,-17,0,0,11
1/24/14,33,2,0.08,1.3,10
1/25/14,24,2,0.11,2.3,11
1/26/14,18,-8,0.09,1.1,13
1/27/14,-6,-16,0,0,12
1/28/14,0,-16,0,0,12
1/29/14,34,-6,0,0,12
1/30/14,28,-4,0.44,6.4,12
1/31/14,9,-9,0,0,16
2/1/14,22,-1,T,T,16
2/2/14,14,-7,0,0,15
2/3/14,16,-1,0,0,14
2/4/14,11,-1,0,0,14
2/5/14,4,-5,T,T,14
2/6/14,4,-11,0,0,14
2/7/14,12,-5,0,0,13
2/8/14,15,-4,T,T,13
2/9/14,9,-7,0,0,13
2/10/14,8,-11,0,0,13
2/11/14,13,-12,T,T,13
2/12/14,24,12,0.03,0.5,13
2/13/14,30,5,T,0.2,13
2/14/14,16,1,0,0,13
2/15/14,19,0,0.12,1.8,13
2/16/14,22,4,0,0,14
2/17/14,29,18,0.32,4.9,15
2/18/14,44,16,0,0,18
2/19/14,40,21,0,0,17
2/20/14,36,15,0.83,8.4,16
2/21/14,16,6,0.06,1.5,24
2/22/14,14,4,0,0,23
2/23/14,17,1,0,0,21
2/24/14,14,-3,0.01,0.2,20
2/25/14,6,-7,T,T,20
2/26/14,20,-11,T,T,20
2/27/14,1,-14,0,0,20
2/28/14,14,-9,0.04,0.9,20
3/1/14,8,-7,T,T,21
3/2/14,3,-15,0,0,20
3/3/14,10,-10,0.02,0.3,19
3/4/14,19,7,T,T,19
3/5/14,24,12,0,0,19
3/6/14,26,12,0,0,16
3/7/14,33,23,T,0,16
3/8/14,29,15,0,0,16
3/9/14,44,17,0,0,15
3/10/14,53,32,0,0,15
3/11/14,44,29,T,0,13
3/12/14,30,19,0,0,11
3/13/14,50,20,0,0,10
3/14/14,44,26,0,0,6
3/15/14,31,20,0,0,5
3/16/14,25,11,0,0,5
3/17/14,35,23,0.06,0.2,4
3/18/14,37,28,0.15,2.3,4
3/19/14,36,26,0.06,0.6,7
3/20/14,44,22,0,0,6
3/21/14,45,20,T,T,4
3/22/14,22,8,0,0,2
3/23/14,26,8,T,T,2
3/24/14,31,17,0.08,1.2,2
3/25/14,24,10,T,T,2
3/26/14,40,13,0,0,2
3/27/14,40,31,0.44,0.1,T
3/28/14,38,27,0,0,T
3/29/14,43,22,0,0,T
3/30/14,60,36,0,0,0
3/31/14,58,29,0.01,0,0
4/1/14,37,20,0.02,0.2,0
4/2/14,43,21,0,0,0
4/3/14,40,27,0.68,5,0
4/4/14,40,25,0.11,1.5,6
4/5/14,50,24,0,0,4
4/6/14,62,40,0,0,T
4/7/14,60,38,0,0,0
4/8/14,54,34,0,0,0
4/9/14,71,35,0,0,0
4/10/14,62,45,T,0,0
4/11/14,63,43,T,0,0
4/12/14,55,44,0.14,0,0
4/13/14,44,32,0,0,0
4/14/14,38,24,0,0,0
4/15/14,36,18,0,0,0
4/16/14,37,28,0.68,0.3,0
4/17/14,42,28,T,T,T
4/18/14,52,26,0,0,0
4/19/14,67,42,0.11,0,0
4/20/14,74,45,0.1,0,0
4/21/14,68,44,0.2,0,0
4/22/14,59,38,0,0,0
4/23/14,47,40,0.26,0,0
4/24/14,45,38,0.84,0,0
4/25/14,64,36,0,0,0
4/26/14,55,37,0.04,0,0
4/27/14,45,38,1.76,0,0
4/28/14,45,41,0.7,0,0
4/29/14,42,34,0.6,T,0
4/30/14,46,35,0.03,0,0
5/1/14,49,37,0.04,0,0
5/2/14,59,42,T,0,0
5/3/14,59,43,0,0,0
5/4/14,57,36,0,0,0
5/5/14,64,50,0,0,0
5/6/14,65,47,0,0,0
5/7/14,65,51,0.04,0,0
5/8/14,69,51,0.59,0,0
5/9/14,60,46,0,0,0
5/10/14,70,41,0.06,0,0
5/11/14,68,48,0.63,0,0
5/12/14,63,49,0.27,0,0
5/13/14,53,43,0,0,0
5/14/14,59,38,0,0,0
5/15/14,49,40,0,0,0
5/16/14,54,40,0,0,0
5/17/14,66,41,0,0,0
5/18/14,72,49,0,0,0
5/19/14,60,51,2.25,0,0
5/20/14,78,50,0,0,0
5/21/14,66,51,0,0,0
5/22/14,71,47,0,0,0
5/23/14,75,50,0,0,0
5/24/14,80,58,0,0,0
5/25/14,79,56,0,0,0
5/26/14,82,66,0.01,0,0
5/27/14,73,61,0.01,0,0
5/28/14,81,58,0,0,0
5/29/14,84,57,0,0,0
5/30/14,87,64,0,0,0
5/31/14,86,68,0.65,0,0
6/1/14,72,65,2.37,0,0
6/2/14,80,60,0.02,0,0
6/3/14,75,56,0,0,0
6/4/14,81,61,0,0,0
6/5/14,78,63,0.03,0,0
6/6/14,84,59,T,0,0
6/7/14,67,51,0.89,0,0
6/8/14,71,49,0,0,0
6/9/14,70,59,T,0,0
6/10/14,77,55,0,0,0
6/11/14,81,61,0.18,0,0
6/12/14,66,54,0,0,0
6/13/14,76,51,0,0,0
6/14/14,66,58,1.6,0,0
6/15/14,76,57,0.64,0,0
6/16/14,85,63,0.38,0,0
6/17/14,82,62,0.01,0,0
6/18/14,81,69,0.51,0,0
6/19/14,74,65,4.13,0,0
6/20/14,85,67,T,0,0
6/21/14,85,67,0,0,0
6/22/14,77,66,0.09,0,0
6/23/14,83,66,0,0,0
6/24/14,84,64,0,0,0
6/25/14,72,56,0,0,0
6/26/14,81,58,0,0,0
6/27/14,81,70,T,0,0
6/28/14,83,69,0.5,0,0
6/29/14,85,64,0.01,0,0
6/30/14,81,65,T,0,0
7/1/14,75,55,0.15,0,0
7/2/14,74,54,0.01,0,0
7/3/14,78,58,0,0,0
7/4/14,78,60,0,0,0
7/5/14,84,65,0,0,0
7/6/14,90,69,0.13,0,0
7/7/14,87,65,0.37,0,0
7/8/14,77,62,0,0,0
7/9/14,79,58,0,0,0
7/10/14,85,61,0,0,0
7/11/14,81,65,1.03,0,0
7/12/14,80,68,0.06,0,0
7/13/14,78,63,0,0,0
7/14/14,65,56,0.07,0,0
7/15/14,72,54,T,0,0
7/16/14,77,55,0,0,0
7/17/14,79,59,0,0,0
7/18/14,79,60,0,0,0
7/19/14,79,67,0,0,0
7/20/14,87,70,0,0,0
7/21/14,92,74,0,0,0
7/22/14,86,70,0,0,0
7/23/14,84,61,0,0,0
7/24/14,82,63,0,0,0
7/25/14,81,64,0.42,0,0
7/26/14,86,71,0,0,0
7/27/14,78,65,0.03,0,0
7/28/14,77,63,0,0,0
7/29/14,81,59,0,0,0
7/30/14,83,60,0,0,0
7/31/14,84,63,0,0,0
8/1/14,87,65,0,0,0
8/2/14,87,67,T,0,0
8/3/14,88,68,0.67,0,0
8/4/14,81,68,0,0,0
8/5/14,81,62,0,0,0
8/6/14,82,62,0,0,0
8/7/14,83,65,0,0,0
8/8/14,83,67,0,0,0
8/9/14,79,67,T,0,0
8/10/14,84,68,0.15,0,0
8/11/14,78,62,0.04,0,0
8/12/14,80,57,0,0,0
8/13/14,83,63,0,0,0
8/14/14,80,59,0,0,0
8/15/14,85,64,0,0,0
8/16/14,86,67,0.08,0,0
8/17/14,81,68,0.27,0,0
8/18/14,87,67,0.01,0,0
8/19/14,81,65,0,0,0
8/20/14,83,65,0,0,0
8/21/14,85,70,0.07,0,0
8/22/14,79,70,0,0,0
8/23/14,77,69,T,0,0
8/24/14,89,73,0.14,0,0
8/25/14,79,64,0,0,0
8/26/14,76,56,T,0,0
8/27/14,78,59,T,0,0
8/28/14,72,61,0.02,0,0
8/29/14,80,66,0.68,0,0
8/30/14,77,64,0.3,0,0
8/31/14,85,62,0.47,0,0
9/1/14,78,65,0.17,0,0
9/2/14,78,62,0,0,0
9/3/14,80,60,0.13,0,0
9/4/14,86,66,T,0,0
9/5/14,66,55,0,0,0
9/6/14,77,52,0,0,0
9/7/14,76,56,0,0,0
9/8/14,75,58,T,0,0
9/9/14,75,61,0.18,0,0
9/10/14,68,47,0.03,0,0
9/11/14,57,43,0,0,0
9/12/14,56,43,0,0,0
9/13/14,60,39,0,0,0
9/14/14,65,50,0,0,0
9/15/14,62,48,0.06,0,0
9/16/14,68,43,0,0,0
9/17/14,77,55,0,0,0
9/18/14,75,48,0,0,0
9/19/14,81,57,T,0,0
9/20/14,77,57,0.24,0,0
9/21/14,67,50,0,0,0
9/22/14,72,48,0,0,0
9/23/14,74,51,0,0,0
9/24/14,65,58,0.04,0,0
9/25/14,77,59,0,0,0
9/26/14,82,58,0,0,0
9/27/14,83,63,0,0,0
9/28/14,82,59,0,0,0
9/29/14,67,44,0.07,0,0
9/30/14,59,42,0,0,0
10/1/14,59,50,0.69,0,0
10/2/14,60,47,0.78,0,0
10/3/14,50,36,0.09,0,0
10/4/14,51,37,0.03,0,0
10/5/14,49,35,0,0,0
10/6/14,63,36,T,0,0
10/7/14,60,45,0,0,0
10/8/14,59,39,0,0,0
10/9/14,54,34,0,0,0
10/10/14,53,34,0,0,0
10/11/14,57,31,0,0,0
10/12/14,61,42,0,0,0
10/13/14,57,50,0.02,0,0
10/14/14,65,47,0,0,0
10/15/14,66,38,0,0,0
10/16/14,72,41,0,0,0
10/17/14,58,49,0,0,0
10/18/14,54,39,0,0,0
10/19/14,69,40,0,0,0
10/20/14,64,42,0,0,0
10/21/14,58,38,0,0,0
10/22/14,60,39,T,0,0
10/23/14,68,48,0.14,0,0
10/24/14,67,46,0,0,0
10/25/14,63,44,0,0,0
10/26/14,64,36,0,0,0
10/27/14,67,43,0,0,0
10/28/14,49,40,T,0,0
10/29/14,43,36,0,0,0
10/30/14,49,31,0,0,0
10/31/14,40,26,0,0,0
11/1/14,42,23,0,0,0
11/2/14,56,33,0,0,0
11/3/14,55,41,T,0,0
11/4/14,53,37,0,0,0
11/5/14,45,34,0.04,0,0
11/6/14,44,30,T,0,0
11/7/14,48,29,0.01,0,0
11/8/14,43,34,T,0,0
11/9/14,39,31,0,0,0
11/10/14,31,24,0.28,2.6,1
11/11/14,26,18,0.04,0.8,3
11/12/14,23,15,T,T,3
11/13/14,24,17,T,T,3
11/14/14,22,8,0,0,3
11/15/14,22,6,0.16,1.3,3
11/16/14,22,7,0.01,0.3,4
11/17/14,15,6,0,0,4
11/18/14,18,8,T,T,4
11/19/14,23,16,0.02,0.5,4
11/20/14,18,7,0,0,4
11/21/14,34,3,0,0,4
11/22/14,39,34,0,0,3
11/23/14,51,32,0.03,T,T
11/24/14,32,15,0.01,0.5,T
11/25/14,24,10,0,0,T
11/26/14,26,10,0.17,2.2,T
11/27/14,10,-4,0.02,0.3,2
11/28/14,24,6,0.08,0.9,3
11/29/14,38,21,0,0,3
11/30/14,24,4,0,0,2
12/1/14,6,-3,0,0,2
12/2/14,22,2,T,T,2
12/3/14,23,11,0,0,2
12/4/14,32,14,0,0,2
12/5/14,32,25,0,0,2
12/6/14,32,17,0,0,1
12/7/14,35,22,0.01,0.1,1
12/8/14,35,21,T,T,1
12/9/14,23,15,T,T,1
12/10/14,29,21,0,0,1
12/11/14,32,27,0,0,1
12/12/14,37,32,0,0,1
12/13/14,51,33,0.01,0,T
12/14/14,50,43,0.01,0,0
12/15/14,51,30,0.19,T,0
12/16/14,30,17,0.04,0.8,1
12/17/14,20,9,T,T,1
12/18/14,22,11,0.02,0.4,1
12/19/14,30,20,T,T,1
12/20/14,32,29,0,0,1
12/21/14,39,31,0.19,0.1,1
12/22/14,38,35,0.12,0,0
12/23/14,36,34,T,T,0
12/24/14,36,31,0,0,0
12/25/14,35,30,T,T,0
12/26/14,32,28,0.05,0.8,0
12/27/14,28,11,0.22,3.4,4
12/28/14,24,7,0,0,4
12/29/14,10,-3,0,0,4
12/30/14,4,-7,0,0,3
12/31/14,13,-7,0,0,3
1/1/15,30,11,T,T,3
1/2/15,28,6,0,0,3
1/3/15,33,12,T,0.1,3
1/4/15,12,-7,0,0,3
1/5/15,1,-11,0.06,0.5,3
1/6/15,8,-5,0,0,3
1/7/15,-1,-9,0,0,3
1/8/15,16,-6,0.15,3,3
1/9/15,6,-4,0,0,5
1/10/15,19,-4,0,0,4
1/11/15,14,3,T,0.1,4
1/12/15,5,-5,0,0,4
1/13/15,15,-10,0.02,0.4,4
1/14/15,24,15,0.01,0.2,4
1/15/15,35,19,0,0,4
1/16/15,30,27,0,0,4
1/17/15,38,26,0,0,3
1/18/15,39,25,0,0,3
1/19/15,37,22,0.01,0.1,2
1/20/15,32,28,0.05,0.8,2
1/21/15,30,26,0.01,0.1,2
1/22/15,30,18,0,0,2
1/23/15,39,29,0,0,2
1/24/15,42,29,T,0,2
1/25/15,35,20,0.03,0.1,1
1/26/15,45,22,T,T,1
1/27/15,36,30,0,0,T
1/28/15,31,28,T,0,T
1/29/15,34,15,T,0,T
1/30/15,27,11,0,0,T
1/31/15,28,19,0,0,T
2/1/15,21,5,0.02,0.5,T
2/2/15,16,0,0,0,T
2/3/15,16,6,0.06,1.5,T
2/4/15,15,-1,0.01,0.4,2
2/5/15,19,-7,0,0,2
2/6/15,30,13,0,0,1
2/7/15,36,20,0,0,1
2/8/15,32,23,0,0,T
2/9/15,33,20,0,0,T
2/10/15,29,22,0.13,0.8,T
2/11/15,30,2,0.01,0.1,1
2/12/15,10,-3,0,0,1
2/13/15,30,6,T,T,1
2/14/15,12,-3,0,0,1
2/15/15,9,0,T,T,1
2/16/15,20,8,0.01,0.4,1
2/17/15,10,-2,T,T,1
2/18/15,2,-9,0,0,1
2/19/15,9,-11,0,0,1
2/20/15,25,5,0.07,0.8,1
2/21/15,24,0,0.01,0.1,1
2/22/15,0,-9,0,0,1
2/23/15,23,-11,0,0,1
2/24/15,32,13,0.01,0.1,1
2/25/15,16,5,0.02,0.2,1
2/26/15,11,-3,0,0,1
2/27/15,15,-6,0,0,T
2/28/15,20,-3,0,0,T
3/1/15,28,14,T,T,T
3/2/15,26,9,0,0,T
3/3/15,29,6,0.13,1.9,T
3/4/15,12,-2,0,0,2
3/5/15,15,-7,0,0,2
3/6/15,39,7,0,0,2
3/7/15,44,28,0,0,T
3/8/15,48,31,0,0,0
3/9/15,57,32,0,0,0
3/10/15,66,37,0,0,0
3/11/15,58,29,0,0,0
3/12/15,62,37,0,0,0
3/13/15,62,39,0,0,0
3/14/15,61,33,0,0,0
3/15/15,70,38,0,0,0
3/16/15,62,36,0,0,0
3/17/15,45,26,0,0,0
3/18/15,46,30,0,0,0
3/19/15,50,35,T,0,0
3/20/15,56,32,T,0,0
3/21/15,38,26,0,0,0
3/22/15,35,29,0.2,3.1,0
3/23/15,32,30,0.03,0.5,4
3/24/15,38,25,0.12,1.2,2
3/25/15,38,31,T,0.1,1
3/26/15,36,25,0,0,0
3/27/15,36,17,0,0,0
3/28/15,41,20,0,0,0
3/29/15,53,34,0.19,0,0
3/30/15,57,36,0,0,0
3/31/15,65,32,0,0,0
4/1/15,84,43,0.26,0,0
4/2/15,65,34,0,0,0
4/3/15,43,27,0,0,0
4/4/15,52,32,0,0,0
4/5/15,53,36,0,0,0
4/6/15,43,38,0.18,0,0
4/7/15,43,37,0.01,0,0
4/8/15,48,37,T,0,0
4/9/15,41,33,0.63,0.1,0
4/10/15,56,32,0.08,0.2,0
4/11/15,68,38,0,0,0
4/12/15,75,51,0.65,0,0
4/13/15,64,46,0.01,0,0
4/14/15,72,38,0,0,0
4/15/15,70,45,0,0,0
4/16/15,73,52,T,0,0
4/17/15,75,50,0,0,0
4/18/15,73,47,0.07,0,0
4/19/15,60,45,0.14,0,0
4/20/15,45,36,0.02,0,0
4/21/15,41,34,0.03,T,0
4/22/15,49,32,0,0,0
4/23/15,55,29,0,0,0
4/24/15,52,42,0.34,0,0
4/25/15,62,43,0,0,0
4/26/15,64,36,0,0,0
4/27/15,69,39,0,0,0
4/28/15,65,44,0,0,0
4/29/15,68,44,0,0,0
4/30/15,68,47,0,0,0
5/1/15,66,49,0.01,0,0
5/2/15,80,52,0,0,0
5/3/15,83,56,0.05,0,0
5/4/15,72,50,0,0,0
5/5/15,70,51,0.02,0,0
5/6/15,77,56,T,0,0
5/7/15,76,62,0.35,0,0
5/8/15,62,49,0.02,0,0
5/9/15,69,44,0,0,0
5/10/15,60,48,0.72,0,0
5/11/15,55,44,0.07,0,0
5/12/15,58,39,0.02,0,0
5/13/15,67,43,0,0,0
5/14/15,57,51,0.34,0,0
5/15/15,67,53,0,0,0
5/16/15,76,58,0.06,0,0
5/17/15,74,48,0.08,0,0
5/18/15,48,40,T,0,0
5/19/15,57,37,T,0,0
5/20/15,62,41,0,0,0
5/21/15,74,45,0,0,0
5/22/15,75,46,0,0,0
5/23/15,73,51,T,0,0
5/24/15,64,58,0.52,0,0
5/25/15,73,57,0.16,0,0
5/26/15,63,57,0.59,0,0
5/27/15,84,55,T,0,0
5/28/15,84,62,0,0,0
5/29/15,72,54,0.54,0,0
5/30/15,64,47,0,0,0
5/31/15,63,44,0,0,0
6/1/15,69,52,0,0,0
6/2/15,76,54,0,0,0
6/3/15,67,62,0.75,0,0
6/4/15,75,62,0,0,0
6/5/15,75,61,0,0,0
6/6/15,79,59,0.69,0,0
6/7/15,83,66,0.06,0,0
6/8/15,81,61,0,0,0
6/9/15,92,63,0,0,0
6/10/15,79,62,T,0,0
6/11/15,67,58,0.3,0,0
6/12/15,79,53,0,0,0
6/13/15,71,60,0.07,0,0
6/14/15,85,62,0,0,0
6/15/15,78,64,0,0,0
6/16/15,72,55,T,0,0
6/17/15,79,60,0.87,0,0
6/18/15,79,61,0,0,0
6/19/15,79,59,0,0,0
6/20/15,82,63,0.43,0,0
6/21/15,86,62,0,0,0
6/22/15,82,64,0.95,0,0
6/23/15,79,60,0,0,0
6/24/15,78,62,0,0,0
6/25/15,82,63,0,0,0
6/26/15,81,63,0.06,0,0
6/27/15,83,60,0.02,0,0
6/28/15,82,64,0.09,0,0
6/29/15,83,65,0.11,0,0
6/30/15,77,62,0,0,0
7/1/15,73,59,0,0,0
7/2/15,77,56,0,0,0
7/3/15,80,60,0,0,0
7/4/15,85,65,0,0,0
7/5/15,88,66,0.04,0,0
7/6/15,76,58,2.83,0,0
7/7/15,72,54,0,0,0
7/8/15,73,57,0,0,0
7/9/15,81,60,0,0,0
7/10/15,85,65,0,0,0
7/11/15,82,67,0,0,0
7/12/15,89,65,1.89,0,0
7/13/15,87,66,T,0,0
7/14/15,84,67,0,0,0
7/15/15,81,63,0.01,0,0
7/16/15,72,66,0.16,0,0
7/17/15,90,65,0.62,0,0
7/18/15,88,68,0.25,0,0
7/19/15,84,64,0,0,0
7/20/15,81,64,0,0,0
7/21/15,81,61,0,0,0
7/22/15,82,66,0,0,0
7/23/15,84,67,0,0,0
7/24/15,88,68,0.23,0,0
7/25/15,86,69,0,0,0
7/26/15,87,72,T,0,0
7/27/15,86,71,0,0,0
7/28/15,84,70,1.29,0,0
7/29/15,82,66,0,0,0
7/30/15,85,63,0,0,0
7/31/15,82,65,0,0,0
8/1/15,86,66,T,0,0
8/2/15,84,66,0,0,0
8/3/15,80,60,0,0,0
8/4/15,82,58,0,0,0
8/5/15,82,61,0,0,0
8/6/15,74,64,0.24,0,0
8/7/15,84,69,0.43,0,0
8/8/15,80,67,0.01,0,0
8/9/15,82,69,0.06,0,0
8/10/15,82,66,0,0,0
8/11/15,82,62,0,0,0
8/12/15,85,64,0,0,0
8/13/15,85,71,0.05,0,0
8/14/15,94,71,0,0,0
8/15/15,91,73,0,0,0
8/16/15,82,69,0.51,0,0
8/17/15,74,63,0.08,0,0
8/18/15,67,63,0.92,0,0
8/19/15,65,56,0.1,0,0
8/20/15,74,53,0,0,0
8/21/15,81,59,0,0,0
8/22/15,82,63,0.59,0,0
8/23/15,70,57,T,0,0
8/24/15,67,54,0,0,0
8/25/15,74,53,0,0,0
8/26/15,75,51,0,0,0
8/27/15,76,59,0,0,0
8/28/15,76,59,T,0,0
8/29/15,74,56,0,0,0
8/30/15,81,62,0,0,0
8/31/15,86,63,0,0,0
9/1/15,86,69,0,0,0
9/2/15,78,69,0.23,0,0
9/3/15,84,67,0,0,0
9/4/15,89,71,0,0,0
9/5/15,89,75,0.01,0,0
9/6/15,83,70,0.73,0,0
9/7/15,82,67,T,0,0
9/8/15,78,60,0.13,0,0
9/9/15,71,56,0.28,0,0
9/10/15,71,54,0.02,0,0
9/11/15,64,48,0,0,0
9/12/15,69,47,0,0,0
9/13/15,75,52,0,0,0
9/14/15,83,58,0.01,0,0
9/15/15,87,66,T,0,0
9/16/15,84,65,0.08,0,0
9/17/15,78,60,2.37,0,0
9/18/15,61,53,0.37,0,0
9/19/15,69,48,0,0,0
9/20/15,72,50,0.11,0,0
9/21/15,81,55,0,0,0
9/22/15,74,64,T,0,0
9/23/15,76,62,0.06,0,0
9/24/15,67,64,0.25,0,0
9/25/15,78,61,0,0,0
9/26/15,78,58,0,0,0
9/27/15,82,59,0,0,0
9/28/15,77,61,T,0,0
9/29/15,63,48,0,0,0
9/30/15,63,43,0,0,0
10/1/15,63,45,0,0,0
10/2/15,62,41,0,0,0
10/3/15,60,42,0,0,0
10/4/15,58,42,0,0,0
10/5/15,62,45,0,0,0
10/6/15,69,52,0,0,0
10/7/15,63,43,T,0,0
10/8/15,66,52,0.33,0,0
10/9/15,56,43,0,0,0
10/10/15,74,42,0,0,0
10/11/15,85,58,0,0,0
10/12/15,66,46,T,0,0
10/13/15,60,43,0,0,0
10/14/15,68,39,0,0,0
